"","player.x","n","player_id","team","team_id","position","SBgoals","SBapp","pos","player.y","club","total","rn","dist"
"429","BUKAYO SAKA",85,116143,"ARSENAL",142,"F",12,37,"M","BUKAYO SAKA","Arsenal",12,455,0
"430","CALLUM ROBINSON",107,72637,"CARDIFF",485,"F",12,35,"M","CALLUM ROBINSON","Cardiff",12,456,0
"431","DANIEL JAMES",62,89708,"LEEDS",1524,"M",12,37,"M","DANIEL JAMES","Leeds",12,457,0
"432","FINN AZAZ",81,100081,"MIDDLESBROUGH",1697,"M",12,46,"M","FINN AZAZ","Middlesbrough",12,458,0
"433","JAMES MADDISON",77,72757,"TOTTENHAM",2590,"M",12,45,"M","JAMES MADDISON","Tottenham",12,459,0
"434","JOSH KOROMA",96,90720,"HUDDERSFIELD",1309,"F",12,39,"M","JOSH KOROMA","Huddersfield",12,460,0
"435","KWAME POKU",61,124385,"QPR",2093,"M",12,29,"M","KWAME POKU","Peterborough",12,461,0
"436","LIAM CULLEN",97,107045,"SWANSEA",2513,"F",12,45,"M","LIAM CULLEN","Swansea",12,462,0
"437","MALIK MOTHERSILLE",77,147135,"STOCKPORT",2473,"F",12,49,"M","MALIK MOTHERSILLE","Peterborough",12,463,0
"438","OMARI PATRICK",83,89447,"TRANMERE",2598,"F",12,49,"M","OMARI PATRICK","Tranmere",12,465,0
"439","ALEJANDRO GARNACHO",131,144404,"MANCHESTER UNITED",1724,"F",11,58,"M","ALEJANDRO GARNACHO","Manchester United",11,466,0
"440","ALEX GILBEY",71,66101,"MILTON KEYNES DONS",2812,"M",11,44,"M","ALEX GILBEY","Milton Keynes",11,467,0
"441","ILIMAN NDIAYE",80,109332,"EVERTON",942,"F",11,37,"M","ILIMAN NDIAYE","Everton",11,469,0
"442","ISMAILA SARR",95,94668,"CRYSTAL PALACE",646,"F",12,47,"M","ISMAILA SARR","Crystal Palace",11,470,0
"443","JON RUSSELL",71,123490,"BARNSLEY",208,"M",11,44,"M","JON RUSSELL","Barnsley",11,471,0
"444","KAMARI DOYLE",75,144973,"BRIGHTON",381,"M",11,43,"M","KAMARI DOYLE","Crawley",11,472,0
"445","KAORU MITOMA",91,144854,"BRIGHTON",381,"M",11,41,"M","KAORU MITOMA","Brighton",11,473,0
"446","LEWIS WING",82,107315,"READING",2125,"M",11,49,"M","LEWIS WING","Reading",11,474,0
"447","NONI MADUEKE",135,124943,"CHELSEA",536,"F",11,41,"M","NONI MADUEKE","Chelsea",11,476,0
"448","ADAM PHILLIPS",73,108097,"BARNSLEY",208,"M",10,41,"M","ADAM PHILLIPS","Barnsley",10,477,0
"449","CAMERON MCGEEHAN",87,74552,"NORTHAMPTON",1867,"M",10,42,"M","CAMERON MCGEEHAN","Northampton",10,478,0
"450","DAN KEMP",73,96154,"STEVENAGE",2499,"M",10,43,"M","DAN KEMP","Stevenage",10,479,0
"451","DEJAN KULUSEVSKI",85,111748,"TOTTENHAM",2590,"M",10,50,"M","DEJAN KULUSEVSKI","Tottenham",10,480,0
"452","GABRIEL MARTINELLI",89,122095,"ARSENAL",142,"F",10,51,"M","GABRIEL MARTINELLI","Arsenal",10,481,0
"453","GUSTAVO HAMER",73,90804,"SHEFFIELD UNITED",2328,"M",10,46,"M","GUSTAVO HAMER","Sheffield United",10,482,0
"454","JACK RUDONI",67,119270,"COVENTRY",621,"M",10,50,"M","JACK RUDONI","Coventry",10,483,0
"455","LEANDRO TROSSARD",91,65080,"ARSENAL",142,"F",10,56,"M","LEANDRO TROSSARD","Arsenal",10,484,0
"456","MANOR SOLOMON",115,100928,"TOTTENHAM",2590,"F",10,41,"M","MANOR SOLOMON","Leeds",10,486,0
"457","RYAN GLOVER",67,135760,"BARNET",344,"M",1,1,"M","RYAN GLOVER","Barnet",10,487,0
"458","SONNY CAREY",63,123491,"CHARLTON",527,"M",10,36,"M","SONNY CAREY","Blackpool",10,488,0
"459","ALEX IWOBI",83,72651,"FULHAM",1055,"F",9,44,"M","ALEX IWOBI","Fulham",9,489,0
"460","ANDREAS WEIMANN",97,55370,"DERBY",747,"F",9,34,"M","ANDREAS WEIMANN","Blackburn",9,490,0
"461","ANTHONY GORDON",93,109610,"NEWCASTLE",1823,"F",9,42,"M","ANTHONY GORDON","Newcastle",9,491,0
"462","BEN WOODS",65,172833,"ACCRINGTON",42,"M",9,39,"M","BEN WOODS","Accrington",9,492,0
"463","BOBBY KAMWA",91,136091,"NEWPORT COUNTY",1824,"F",9,45,"M","BOBBY KAMWA","Newport",9,493,0
"464","BRENDEN AARONSON",64,118287,"LEEDS",1524,"M",9,47,"M","BRENDEN AARONSON","Leeds",9,494,0
"465","DANGO OUATTARA",83,138315,"BOURNEMOUTH",359,"F",9,37,"M","DANGO OUATTARA","Bournemouth",9,495,0
"466","DECLAN RICE",79,96150,"ARSENAL",142,"M",9,52,"M","DECLAN RICE","Arsenal",9,496,0
"467","DILAN MARKANDAY",78,117317,"CHESTERFIELD",656,"F",9,39,"M","DILAN MARKANDAY","Leyton Orient",9,497,0
"468","ETHAN NWANERI",73,166661,"ARSENAL",142,"M",9,37,"M","ETHAN NWANERI","Arsenal",9,498,0
"469","HARVEY BARNES",75,95981,"NEWCASTLE",1823,"M",9,40,"M","HARVEY BARNES","Newcastle",9,499,0
"470","JACK PAYNE",69,71250,"COLCHESTER",612,"M",9,45,"M","JACK PAYNE","Colchester",9,500,0
"471","JACOB MURPHY",77,74195,"NEWCASTLE",1823,"M",9,41,"M","JACOB MURPHY","Newcastle",9,501,0
"472","KELLY N'MAI",74,143863,"SALFORD",4880,"M",9,35,"M","KELLY NMAI","Salford",9,502,0.0303030303030303
"473","MATTY VIRTUE",64,110247,"FLEETWOOD",990,"M",9,45,"M","MATTY VIRTUE","Fleetwood",9,503,0
"474","MIKEL MERINO",75,77433,"ARSENAL",142,"M",9,44,"M","MIKEL MERINO","Arsenal",9,504,0
"475","PHIL FODEN",101,99916,"MANCHESTER CITY",1718,"M",10,45,"M","PHIL FODEN","Manchester City",9,505,0
"476","SHAUN WHALLEY",91,39596,"ACCRINGTON",42,"F",9,36,"M","SHAUN WHALLEY","Accrington",9,506,0
"477","TOMAS SOUCEK",79,87225,"WEST HAM",2802,"M",9,38,"M","TOMAS SOUCEK","West Ham",9,507,0
"478","TYLER WALTON",71,94182,"ACCRINGTON",42,"M",9,45,"M","TYLER WALTON","Accrington",9,508,0
"479","WILFRIED GNONTO",86,130750,"LEEDS",1524,"F",9,46,"M","WILFRIED GNONTO","Leeds",9,509,0
"480","WILL COLLAR",69,95969,"MILTON KEYNES DONS",2812,"M",9,44,"M","WILL COLLAR","Stockport",9,510,0
"481","ZAK BRUNT",81,133196,"BARNET",344,"M",1,1,"M","ZAK BRUNT","Barnet",9,511,0
"482","BEN WILES",80,106086,"HUDDERSFIELD",1309,"M",8,48,"M","BEN WILES","Huddersfield",8,513,0
"483","DOMINIK SZOBOSZLAI",77,103053,"LIVERPOOL",1563,"M",8,49,"M","DOMINIK SZOBOSZLAI","Liverpool",8,514,0
"484","EDO KAYEMBE",79,109731,"WATFORD",2741,"M",8,46,"M","EDO KAYEMBE","Watford",8,515,0
"485","ELLIOT LEE",81,68689,"WREXHAM",2859,"M",8,40,"M","ELLIOT LEE","Wrexham",8,516,0
"486","ENZO FERNANDEZ",97,146709,"CHELSEA",536,"M",8,46,"M","ENZO FERNÁNDEZ","Chelsea",8,517,0.0476190476190477
"487","ETHON ARCHER",60,185561,"CHELTENHAM",579,"M",8,49,"M","ETHON ARCHER","Cheltenham",8,518,0
"488","JAIDON ANTHONY",101,133914,"BURNLEY",435,"F",8,43,"M","JAIDON ANTHONY","Burnley",8,519,0
"489","JOEL COLWILL",79,165871,"CARDIFF",485,"M",8,43,"M","JOEL COLWILL","Cheltenham",8,521,0
"490","JOEL RANDALL",74,109254,"BOLTON",354,"M",8,40,"M","JOEL RANDALL","Peterborough",8,522,0
"491","JORDAN THOMAS",56,181159,"CHELTENHAM",579,"M",8,43,"M","JORDAN THOMAS","Cheltenham",8,523,0
"492","LEWIS BAKER",73,72642,"STOKE",2477,"M",8,35,"M","LEWIS BAKER","Stoke",8,524,0
"493","LUKE BERRY",69,53906,"CHARLTON",527,"M",8,46,"M","LUKE BERRY","Charlton",8,525,0
"494","OLIVER RATHBONE",73,91737,"WREXHAM",2859,"M",8,43,"M","OLLIE RATHBONE","Wrexham",8,527,0.0938949938949939
"495","ROB APTER",93,136092,"BLACKPOOL",317,"F",8,49,"M","ROB APTER","Blackpool",8,529,0
"496","TYREECE CAMPBELL",87,157669,"CHARLTON",527,"F",8,50,"M","TYREECE CAMPBELL","Charlton",8,530,0
"497","ABRAHAM ODOH",87,128591,"PETERBOROUGH",1996,"F",7,42,"M","ABRAHAM ODOH","Peterborough",7,531,0
"498","ALEX MOWATT",69,71437,"WEST BROMWICH ALBION",2744,"M",7,44,"M","ALEX MOWATT","West Bromwich",7,532,0
"499","ALEX PATTISON",73,85452,"BRADFORD",234,"M",7,31,"M","ALEX PATTISON","Bradford",7,533,0
"500","ALEXIS MAC ALLISTER",79,121587,"LIVERPOOL",1563,"M",7,49,"M","ALEXIS MAC ALLISTER","Liverpool",7,534,0
"501","ANTONI SARCEVIC",69,56263,"BRADFORD",234,"M",7,25,"M","ANTONI SARCEVIC","Bradford",7,535,0
"502","CAMERON HUMPHREYS",40,86056,"PORT VALE",2083,"D",2,42,"M","CAMERON HUMPHREYS","Wycombe",7,536,0
"503","CAMERON HUMPHREYS",77,143953,"IPSWICH",1372,"M",7,47,"M","CAMERON HUMPHREYS","Wycombe",7,536,0
"504","CHARLIE SAVAGE",75,144386,"READING",2125,"M",7,49,"M","CHARLIE SAVAGE","Reading",7,537,0
"505","CHEM CAMPBELL",65,126233,"STEVENAGE",2499,"M",7,41,"M","CHEM CAMPBELL","Reading",7,538,0
"506","ELLIS TAYLOR",73,143693,"HARROGATE",1222,"M",7,40,"M","ELLIS TAYLOR","Harrogate",7,539,0
"507","JACK LANKESTER",67,116465,"CREWE",652,"M",7,24,"M","JACK LANKESTER","Crewe",7,540,0
"508","JAMES BERRY",100,108950,"WYCOMBE",2898,"F",7,28,"M","JAMES BERRY","Chesterfield",7,541,0
"509","JAMIE JELLIS",71,158263,"WALSALL",2737,"M",7,51,"M","JAMIE JELLIS","Walsall",7,542,0
"510","JESURUN RAK-SAKYI",87,138945,"CRYSTAL PALACE",646,"M",7,36,"M","JESURUN RAK-SAKYI","Sheffield United",7,544,0
"511","JOSH MURPHY",67,67647,"PORTSMOUTH",2049,"M",7,42,"M","JOSH MURPHY","Portsmouth",7,545,0
"512","JOSH STOKES",79,145733,"BRISTOL CITY",376,"M",7,33,"M","JOSH STOKES","Cambridge",7,546,0
"513","KESHI ANDERSON",73,81241,"BIRMINGHAM",291,"M",7,42,"M","KESHI ANDERSON","Birmingham",7,547,0
"514","KIERAN GREEN",57,78431,"GRIMSBY",1148,"M",7,42,"M","KIERAN GREEN","Grimsby",7,548,0
"515","LARGIE RAMAZANI",82,123382,"LEEDS",1524,"F",7,31,"M","LARGIE RAMAZANI","Leeds",7,549,0
"516","MARK HELM",72,125651,"FLEETWOOD",990,"M",7,48,"M","MARK HELM","Fleetwood",7,550,0
"517","MATEO KOVACIC",79,58067,"MANCHESTER CITY",1718,"M",7,42,"M","MATEO KOVACIC","Manchester City",7,551,0
"518","MILLION MANHOEF",101,132090,"STOKE",2477,"F",7,38,"M","MILLION MANHOEF","Stoke",7,552,0
"519","MORGAN GIBBS-WHITE",67,96377,"NOTTINGHAM FOREST",1845,"M",7,38,"M","MORGAN GIBBS-WHITE","Nottingham Forest",7,553,0
"520","OWURA EDWARDS",73,125178,"COLCHESTER",612,"M",7,39,"M","OWURA EDWARDS","Colchester",7,554,0
"521","SAM GREENWOOD",76,125662,"LEEDS",1524,"F",7,45,"M","SAM GREENWOOD","Preston",7,555,0
"522","SAM HOSKINS",103,61899,"NORTHAMPTON",1867,"F",7,38,"M","SAM HOSKINS","Northampton",7,556,0
"523","SAM SZMODICS",75,72691,"IPSWICH",1372,"M",7,23,"M","SAMMIE SZMODICS","Ipswich",7,557,0.163888888888889
"524","TOMOKI IWATA",81,120523,"BIRMINGHAM",291,"M",7,42,"M","TOMOKI IWATA","Birmingham",7,558,0
"525","TYRHYS DOLAN",83,133083,"BLACKBURN",308,"M",7,47,"M","TYRHYS DOLAN","Blackburn",7,559,0
"526","WILLUM WILLUMSSON",77,118363,"BIRMINGHAM",291,"M",7,45,"M","WILLUM THOR WILLUMSSON","Birmingham",7,560,0.144385026737968
"527","YANKUBA MINTEH",123,166440,"BRIGHTON",381,"F",7,37,"M","YANKUBA MINTEH","Brighton",7,561,0
"528","AARON MORLEY",70,94489,"BOLTON",354,"M",6,40,"M","AARON MORLEY","Bolton",6,562,0
"529","ALISTAIR SMITH",59,117049,"WIMBLEDON",4194,"M",6,53,"M","ALISTAIR SMITH","Wimbledon",6,563,0
"530","ANTHONY GLENNON",49,120059,"NEWPORT COUNTY",1824,"D",1,41,"M","ANTHONY ELANGA","Nottingham Forest",6,564,0.155952380952381
"531","ANTHONY ELANGA",91,125650,"NEWCASTLE",1823,"F",6,43,"M","ANTHONY ELANGA","Nottingham Forest",6,564,0
"532","AZEEM ABDULAI",91,143715,"LEYTON ORIENT",1537,"M",6,44,"M","AZEEM ABDULAI","Leyton Orient",6,565,0
"533","BEN THOMPSON",80,76827,"BROMLEY",335,"M",6,47,"M","BEN THOMPSON","Bromley",6,566,0
"534","BILLY BODIN",94,53484,"BURTON",427,"F",6,30,"M","BILLY BODIN","Reading",6,568,0
"535","BOBBY POINTON",97,180761,"BRADFORD",234,"F",6,43,"M","BOBBY POINTON","Bradford",6,569,0
"536","CAMERON CONGREVE",79,158430,"SWANSEA",2513,"M",6,44,"M","CAMERON CONGREVE","Bromley",6,570,0
"537","CHRISTIAN NORGAARD",67,66877,"ARSENAL",142,"M",6,35,"M","CHRISTIAN NORGAARD","Brentford",6,571,0
"538","CHRISTIAN NWACHUKWU",95,192317,"SHEFFIELD UNITED",2328,"F",1,6,"M","CHRISTIAN NORGAARD","Brentford",6,571,0.233918128654971
"539","DARA COSTELLOE",83,160286,"WIGAN",2783,"F",11,35,"M","DARA COSTELLOE","Northampton",6,572,0
"540","DELANO BURGZORG",99,112711,"MIDDLESBROUGH",1697,"F",6,44,"M","DELANO BURGZORG","Middlesbrough",6,573,0
"541","DEMETRI MITCHELL",63,102785,"LEYTON ORIENT",1537,"M",6,26,"M","DEMETRI MITCHELL","Exeter",6,574,0
"542","EBOU ADAMS",79,76835,"DERBY",747,"M",6,46,"M","EBOU ADAMS","Derby",6,575,0
"543","EMILE SMITH ROWE",73,113376,"FULHAM",1055,"M",6,40,"M","EMILE SMITH ROWE","Fulham",6,576,0
"544","EPHRON MASON-CLARK",89,97099,"COVENTRY",621,"F",6,34,"M","EPHRON MASON-CLARK","Coventry",6,577,0
"545","ETHAN GALBRAITH",65,123381,"SWANSEA",2513,"M",6,49,"M","ETHAN GALBRAITH","Leyton Orient",6,578,0
"546","FACUNDO BUONANOTTE",73,156320,"BRIGHTON",381,"M",6,35,"M","FACUNDO BUONANOTTE","Leicester",6,579,0
"547","FRED ONYEDINMA",82,74166,"WYCOMBE",2898,"M",6,45,"M","FRED ONYEDINMA","Wycombe",6,580,0
"548","GEORGE LAPSLIE",75,99409,"BRADFORD",234,"M",6,29,"M","GEORGE LAPSLIE","Bradford",6,582,0
"549","HAKEEM ODOFFIN",43,88190,"LUTON",1628,"D",6,47,"M","HAKEEM ODOFFIN","Rotherham",6,583,0
"550","HARRY CLIFTON",77,85722,"DONCASTER",800,"M",6,44,"M","HARRY CLIFTON","Doncaster",6,584,0
"551","HARRY WILSON",59,85447,"FULHAM",1055,"M",6,27,"M","HARRY WILSON","Fulham",6,585,0
"552","JAMES MCATEE",109,126212,"MANCHESTER CITY",1718,"M",7,27,"M","JAMES MCATEE","Manchester City",6,586,0
"553","JEREMY DOKU",83,117472,"MANCHESTER CITY",1718,"M",6,38,"M","JÉRÉMY DOKU","Manchester City",6,587,0.121212121212121
"554","JOE WRIGHT",49,73429,"BRADFORD",234,"D",1,6,"M","JOE WHITE","Milton Keynes",6,588,0.14537037037037
"555","JOE WHITE",85,125112,"NEWCASTLE",1823,"M",6,34,"M","JOE WHITE","Milton Keynes",6,588,0
"556","JONNY SMITH",73,90268,"WIGAN",2783,"M",6,40,"M","JONNY SMITH","Wigan",6,589,0
"557","JORDAN AYEW",109,56636,"LEICESTER",1527,"F",6,36,"M","JORDAN AYEW","Leicester",6,590,0
"558","JORDAN CLARK",75,59377,"LUTON",1628,"M",6,42,"M","JORDAN CLARK","Luton",6,591,0
"559","JORDAN GIBSON",75,93316,"DONCASTER",800,"M",6,48,"M","JORDAN GIBSON","Doncaster",6,592,0
"560","KAI HAVERTZ",95,96629,"ARSENAL",142,"F",15,36,"M","KAI HAVERTZ","Arsenal",6,593,0
"561","LEWIS KOUMAS",117,166966,"LIVERPOOL",1563,"F",6,49,"M","LEWIS KOUMAS","Stoke",6,595,0
"562","MARCELINO NUNEZ",81,139918,"NORWICH CITY",1855,"M",6,35,"M","MARCELINO NUNEZ","Norwich",6,596,0
"563","MARTIN ODEGAARD",71,75804,"ARSENAL",142,"M",7,45,"M","MARTIN ØDEGAARD","Arsenal",6,597,0.0444444444444445
"564","MATTY LUND",72,52136,"SALFORD",4880,"M",6,41,"M","MATTY LUND","Salford",6,598,0
"565","MOUSSA SISSOKO",75,47089,"WATFORD",2741,"M",6,40,"M","MOUSSA SISSOKO","Watford",6,599,0
"566","PAPE SARR",89,134994,"TOTTENHAM",2590,"M",6,55,"M","PAPE MATAR SARR","Tottenham",6,600,0.188888888888889
"567","PEDRO NETO",93,102788,"CHELSEA",536,"M",6,45,"M","PEDRO NETO","Chelsea",6,601,0
"568","ROBBIE MCKENZIE",51,107301,"GILLINGHAM",1098,"D",6,40,"M","ROBBIE MCKENZIE","Gillingham",6,602,0
"569","ROMAIN ESSE",79,171361,"CRYSTAL PALACE",646,"M",6,35,"M","ROMAIN ESSE","Crystal Palace",6,603,0
"570","RONAN CURTIS",76,88877,"PORT VALE",2083,"M",6,43,"M","RONAN CURTIS","Port Vale",6,604,0
"571","SANDRO TONALI",73,106569,"NEWCASTLE",1823,"M",6,45,"M","SANDRO TONALI","Newcastle",6,605,0
"572","SCOTT TWINE",69,91148,"BRISTOL CITY",376,"M",6,37,"M","SCOTT TWINE","Bristol City",6,606,0
"573","SHILOW TRACEY",95,107034,"CREWE",652,"F",6,35,"M","SHILOW TRACEY","Crewe",6,607,0
"574","STEPHY MAVIDIDI",105,96855,"LEICESTER",1527,"F",6,33,"M","STEPHY MAVIDIDI","Leicester",6,608,0
"575","VICTOR TORP",79,102739,"COVENTRY",621,"M",6,41,"M","VICTOR TORP","Coventry",6,609,0
"576","ADE ADEYEMO",83,135676,"CRAWLEY",649,"F",5,33,"M","ADE ADEYEMO","Crawley",5,610,0
"577","ALBERT ADOMAH",63,48652,"WALSALL",2737,"D",5,50,"M","ALBERT ADOMAH","Walsall",5,611,0
"578","ALBIE MORGAN",67,114247,"BLACKPOOL",317,"M",5,38,"M","ALBIE MORGAN","Blackpool",5,612,0
"579","AMADOU ONANA",87,130736,"ASTON VILLA",154,"M",5,34,"M","AMADOU ONANA","Aston Villa",5,613,0
"580","AO TANAKA",68,127210,"LEEDS",1524,"M",5,45,"M","AO TANAKA","Leeds",5,614,0
"581","BEN GARRITY",72,126361,"PORT VALE",2083,"M",5,29,"M","BEN GARRITY","Port Vale",5,615,0
"582","BERNARDO SILVA",95,75983,"MANCHESTER CITY",1718,"M",5,49,"M","BERNARDO SILVA","Manchester City",5,616,0
"583","BERYLY LUBALA",89,111607,"STEVENAGE",2499,"F",5,32,"M","BEZ LUBALA","Wycombe",5,617,0.247008547008547
"584","BRUNO GUIMARAES",83,129105,"NEWCASTLE",1823,"M",5,47,"M","BRUNO GUIMARÃES","Newcastle",5,618,0.0444444444444445
"585","CALLUM HUDSON-ODOI",85,107004,"NOTTINGHAM FOREST",1845,"F",5,36,"M","CALLUM HUDSON-ODOI","Nottingham Forest",5,619,0
"586","CASEMIRO",95,65160,"MANCHESTER UNITED",1724,"M",5,42,"M","CASEMIRO","Manchester United",5,620,0
"587","CHARLIE WEBSTER",68,144402,"BURTON",427,"M",5,33,"M","CHARLIE WEBSTER","Burton",5,621,0
"588","CONOR GRANT",73,124927,"NOTTS COUNTY",1871,"M",5,35,"M","CONOR GRANT","Notts County",5,623,0
"589","DANIEL BUTTERWORTH",109,109839,"SWINDON",2519,"F",5,40,"M","DANIEL BUTTERWORTH","Swindon",5,624,0
"590","DARA COSTELLOE",83,160286,"WIGAN",2783,"F",11,35,"M","DARA COSTELLOE","Accrington",5,625,0
"591","DWIGHT MCNEIL",75,112016,"EVERTON",942,"F",5,23,"M","DWIGHT MCNEIL","Everton",5,627,0
"592","EMILIANO MARCONDES",73,65433,"NORWICH CITY",1855,"M",5,33,"M","EMILIANO MARCONDES","Norwich",5,628,0
"593","GEORGE THOMASON",66,128685,"BOLTON",354,"M",5,41,"M","GEORGE THOMASON","Bolton",5,629,0
"594","GONCALO GUEDES",97,78598,"WOLVES",2848,"F",5,33,"M","GONÇALO GUEDES","Wolves",5,630,0.0476190476190477
"595","HARVEY ELLIOTT",83,116281,"LIVERPOOL",1563,"M",5,28,"M","HARVEY ELLIOTT","Liverpool",5,631,0
"596","HAYDEN HACKNEY",73,117169,"MIDDLESBROUGH",1697,"M",5,44,"M","HAYDEN HACKNEY","Middlesbrough",5,632,0
"597","JACK DIAMOND",79,107538,"STOCKPORT",2473,"F",5,36,"M","JACK DIAMOND","Stockport",5,633,0
"598","JACK HINSHELWOOD",65,145294,"BRIGHTON",381,"D",5,31,"M","JACK HINSHELWOOD","Brighton",5,634,0
"599","JADON SANCHO",119,105272,"MANCHESTER UNITED",1724,"F",5,42,"M","JADON SANCHO","Chelsea",5,635,0
"600","JEREMY SARMIENTO",77,144994,"BRIGHTON",381,"M",5,39,"M","JEREMY SARMIENTO","Burnley",5,636,0
"601","JODI JONES",97,81020,"NOTTS COUNTY",1871,"F",5,23,"M","JODI JONES","Notts County",5,637,0
"602","JOE TOMLINSON",51,102683,"MILTON KEYNES DONS",2812,"D",4,42,"M","JOE TOMLINSON","Milton Keynes",5,638,0
"603","JOSH NEUFVILLE",83,108271,"BRADFORD",234,"F",5,53,"M","JOSH NEUFVILLE","Wimbledon",5,640,0
"604","KIAN SPENCE",53,108090,"ROTHERHAM",2180,"M",5,35,"M","KIAN SPENCE","Barrow",5,641,0
"605","KWADWO BAAH",99,125561,"WATFORD",2741,"F",5,31,"M","KWADWO BAAH","Watford",5,643,0
"606","LEE EVANS",65,64634,"BLACKPOOL",317,"M",5,45,"M","LEE EVANS","Blackpool",5,644,0
"607","LUCAS PAQUETA",71,115473,"WEST HAM",2802,"M",5,36,"M","LUCAS PAQUETÁ","West Ham",5,645,0.0512820512820513
"608","MATT RITCHIE",77,50014,"PORTSMOUTH",2049,"M",5,41,"M","MATT RITCHIE","Portsmouth",5,646,0
"609","MOHAMMED KUDUS",83,114285,"TOTTENHAM",2590,"M",5,35,"M","MOHAMMED KUDUS","West Ham",5,647,0
"610","NICO O'REILLY",105,145087,"MANCHESTER CITY",1718,"M",5,19,"M","NICO O'REILLY","Manchester City",5,648,0
"611","OWEN BAILEY",79,107779,"DONCASTER",800,"M",5,52,"M","OWEN BAILEY","Doncaster",5,649,0
"612","ROMAINE MUNDLE",105,141362,"SUNDERLAND",2493,"F",5,25,"M","ROMAINE MUNDLE","Sunderland",5,650,0
"613","RUBIN COLWILL",77,137673,"CARDIFF",485,"M",5,48,"M","RUBIN COLWILL","Cardiff",5,651,0
"614","SIMON ADINGRA",93,138900,"SUNDERLAND",2493,"F",5,33,"M","SIMON ADINGRA","Brighton",5,652,0
"615","SONNY PERKINS",99,144992,"LEYTON ORIENT",1537,"F",5,37,"M","SONNY PERKINS","Leyton Orient",5,653,0
"616","TOM INCE",69,55425,"WATFORD",2741,"M",5,36,"M","TOM INCE","Watford",5,654,0
"617","YOURI TIELEMANS",81,70959,"ASTON VILLA",154,"M",5,53,"M","YOURI TIELEMANS","Aston Villa",5,655,0
"618","ALEX ROBERTSON",73,136750,"CARDIFF",485,"M",4,39,"M","ALEX ROBERTSON","Cardiff",4,658,0
"619","ANDRE BROOKS",81,166804,"SHEFFIELD UNITED",2328,"M",4,28,"M","ANDRE BROOKS","Sheffield United",4,659,0
"620","ANDREW MORAN",105,133551,"BRIGHTON",381,"M",4,39,"M","ANDREW MORAN","Stoke",4,660,0
"621","ANTHONY MUSABA",81,131197,"SHEFFIELD WEDNESDAY",2330,"F",4,32,"M","ANTHONY MUSABA","Sheffield Wednesday",4,661,0
"622","ANTONI MILAMBO",73,140737,"BRENTFORD",378,"M",3,9,"M","ANTHONY MUSABA","Sheffield Wednesday",4,661,0.238095238095238
"623","BARRY BANNAN",59,50775,"SHEFFIELD WEDNESDAY",2330,"M",4,45,"M","BARRY BANNAN","Sheffield Wednesday",4,662,0
"624","CALEB WATTS",59,134561,"PLYMOUTH",2036,"M",4,34,"M","CALEB WATTS","Exeter",4,663,0
"625","CALLUM O'HARE",75,101597,"SHEFFIELD UNITED",2328,"M",4,47,"M","CALLUM O'HARE","Sheffield United",4,664,0
"626","CARLOS BALEBA",89,159205,"BRIGHTON",381,"M",4,40,"M","CARLOS BALEBA","Brighton",4,665,0
"627","CASPER DE NORRE",73,88920,"MILLWALL",1699,"M",4,51,"M","CASPER DE NORRE","Millwall",4,666,0
"628","CHARLIE WHITAKER",61,142753,"TRANMERE",2598,"M",4,21,"M","CHARLIE WHITAKER","Notts County",4,667,0
"629","CHRIS RIGG",75,171545,"SUNDERLAND",2493,"M",4,47,"M","CHRIS RIGG","Sunderland",4,668,0
"630","DAN CROWLEY",75,85145,"MILTON KEYNES DONS",2812,"M",4,37,"M","DAN CROWLEY","Notts County",4,669,0
"631","ELLIOTT LIST",79,86675,"NORTHAMPTON",1867,"M",4,41,"M","ELLIOTT LIST","Stevenage",4,670,0
"632","ERIK RING",72,133881,"LINCOLN",1559,"F",4,27,"M","ERIK RING","Lincoln",4,671,0
"633","ETHAN CHISLETT",74,117155,"PORT VALE",2083,"M",4,25,"M","ETHAN CHISLETT","Port Vale",4,672,0
"634","FEMI AZEEZ",91,117678,"MILLWALL",1699,"F",4,39,"M","FEMI AZEEZ","Millwall",4,673,0
"635","GARATH MCCLEARY",94,48845,"WYCOMBE",2898,"F",4,51,"M","GARATH MCCLEARY","Wycombe",4,674,0
"636","GEORGE MARIS",75,76831,"MANSFIELD",1723,"M",4,30,"M","GEORGE MARIS","Mansfield",4,675,0
"637","GREG DOCHERTY",71,69286,"CHARLTON",527,"M",4,46,"M","GREG DOCHERTY","Charlton",4,677,0
"638","HARRY ANDERSON",65,77349,"COLCHESTER",612,"M",4,33,"M","HARRY ANDERSON","Colchester",4,678,0
"639","ISAAC HUTCHINSON",77,107789,"BRISTOL ROVERS",388,"M",4,40,"M","ISAAC HUTCHINSON","Bristol Rovers",4,680,0
"640","ISAAC SCHMIDT",56,133153,"LEEDS",1524,"D",1,19,"M","ISAAC HUTCHINSON","Bristol Rovers",4,680,0.216054778554779
"641","JACK CLARKE",95,110112,"IPSWICH",1372,"F",4,38,"M","JACK CLARKE","Ipswich",4,681,0
"642","JACK MOYLAN",67,137208,"LINCOLN",1559,"M",4,32,"M","JACK MOYLAN","Lincoln",4,682,0
"643","JACOB RAMSEY",91,118641,"ASTON VILLA",154,"M",4,45,"M","JACOB RAMSEY","Aston Villa",4,683,0
"644","JAMES BROPHY",67,86778,"CAMBRIDGE",483,"M",4,49,"M","JAMES BROPHY","Cambridge",4,684,0
