"num","pos","player.x","player.y","club","team","league","total","player_id","dist","check_needed"
805,"M","CONOR THOMAS","CONOR THOMAS","Crewe","Crewe","L2",3,55832,0,FALSE
806,"M","COREY WHITELY","COREY WHITELY","Bromley","Bromley","L1",3,95540,0,FALSE
807,"M","CURTIS JONES","CURTIS JONES","Liverpool","Liverpool","PL",3,111601,0,FALSE
808,"M","DARA COSTELLOE","DARA COSTELLOE","Wigan","Wigan","L1",3,160286,0,FALSE
809,"M","DAVID TURNBULL","DAVID TURNBULL","Cardiff","Cardiff","CH",3,86689,0,FALSE
810,"M","DELANO BURGZORG","DELANO BURGZORG","Bristol City","Middlesbrough","CH",3,112711,0,FALSE
811,"M","FABIO CARVALHO","FABIO CARVALHO","Brentford","Brentford","PL",3,116280,0,FALSE
812,"M","FLYNN DOWNES","FLYNN DOWNES","Southampton","Southampton","CH",3,102691,0,FALSE
813,"M","HABIB DIARRA","HABIB DIARRA","Sunderland","Sunderland","PL",3,144086,0,FALSE
814,"M","HARRY ASHFIELD","HARRY ASHFIELD","Cheltenham","Wrexham","CH",3,183946,0,FALSE
815,"M","HARVEY KNIBBS","HARVEY KNIBBS","Charlton","Charlton","CH",3,104284,0,FALSE
816,"M","HIRAM BOATENG","HIRAM BOATENG","York","York","L2",3,68931,0,FALSE
817,"M","ILMARI NISKANEN","ILMARI NISKANEN","Exeter","Blackpool","L1",3,77131,0,FALSE
818,"M","ISMEAL KABIA","ISMEAL KABIA","Shrewsbury","Arsenal","PL",3,187180,0,FALSE
819,"M","JACK AITCHISON","JACK AITCHISON","Exeter","Bristol Rovers","L2",3,91562,0,FALSE
820,"M","JAIRO RIEDEWALD","JAIRO RIEDEWALD","Sheffield United","Sheffield United","CH",3,74086,0,FALSE
821,"M","JAMES GARNER","JAMES GARNER","Everton","Everton","PL",3,113513,0,FALSE
822,"M","JAMES TILLEY","JAMES TILLEY","Wimbledon","Wimbledon","L1",3,82566,0,FALSE
823,"M","JAMIE MULLINS","JAMIE MULLINS","Wycombe","Wycombe","L1",3,140617,0,FALSE
824,"M","JED WALLACE","JED WALLACE","West Bromwich","Bristol City","CH",3,64940,0,FALSE
825,"M","JESURUN RAK-SAKYI","JESURUN RAK-SAKYI","Stoke","Crystal Palace","PL",3,138945,0,FALSE
826,"M","JI-SUNG EOM","JUNIOR NKENG","Swansea","Wimbledon","L1",3,185542,0.306186868686869,TRUE
827,"M","JOHN SWIFT","JOHN SWIFT","Portsmouth","Portsmouth","CH",3,76002,0,FALSE
828,"M","JON MELLISH","JON MELLISH","Milton Keynes","Wigan","L1",3,102623,0,FALSE
829,"M","JORDAN DAVIES","JORDAN DAVIES","Fleetwood","Tranmere","L2",3,94452,0,FALSE
830,"M","JOSH KOROMA","JOSH KOROMA","Leyton Orient","Chesterfield","L2",3,90720,0,FALSE
831,"M","JOSH NEUFVILLE","JOSH NEUFVILLE","Bradford","Bradford","L1",3,108271,0,FALSE
832,"M","JOSH SHEEHAN","JOSH SHEEHAN","Bolton","Bolton","CH",3,70940,0,FALSE
833,"M","JOSH STOKES","JOSH STOKES","Stockport","Reading","L1",3,145733,0,FALSE
834,"M","JUN-HO BAE","JOSHUA ABE","Stoke","Liverpool","PL",3,222036,0.2375,TRUE
835,"M","KAI WHITMORE","KAI WHITMORE","Newport","Newport","L2",3,154939,0,FALSE
836,"M","KAORU MITOMA","KAORU MITOMA","Brighton","Brighton","PL",3,144854,0,FALSE
837,"M","KASEY MCATEER","KASEY MCATEER","Ipswich","Ipswich","PL",3,133544,0,FALSE
839,"M","KEVIN","KEVIN","Fulham","Fulham","PL",3,146678,0,FALSE
840,"M","KOKI SAITO","KOKI SAITO","QPR","QPR","CH",3,162494,0,FALSE
841,"M","KYLE DEMPSEY","KYLE DEMPSEY","Bolton","Port Vale","L2",3,74369,0,FALSE
842,"M","LESLEY UGOCHUKWU","LEE BURGE","Burnley","Northampton","L2",3,58556,0.319444444444445,TRUE
843,"M","LESLEY UGOCHUKWU","LYNDEN GOOCH","Burnley","Huddersfield","L1",3,81463,0.319444444444445,TRUE
844,"M","LEWIS MILEY","LEWIS MILEY","Newcastle","Newcastle","PL",3,166509,0,FALSE
845,"M","LIAM MILLAR","LIAM MILLAR","Hull","Hull","CH",3,111277,0,FALSE
846,"M","LOUM TCHAOUNA","LOUM TCHAOUNA","Burnley","Coventry","PL",3,143494,0,FALSE
847,"M","LUKE HARRIS","LUKE HARRIS","Wycombe","Fulham","PL",3,165688,0,FALSE
848,"M","MASON MOUNT","MASON MOUNT","Manchester United","Manchester United","PL",3,96788,0,FALSE
849,"M","MATEUS MANE","MATEUS MANE","Wolves","Wolves","CH",3,189243,0,FALSE
850,"M","MATTHEW GARBETT","MATTHEW GARBETT","Peterborough","Peterborough","L1",3,129090,0,FALSE
851,"M","MATTY VIRTUE","MATTY VIRTUE","Fleetwood","Swindon","L2",3,110247,0,FALSE
852,"M","MATUS HOLICEK","MATUS HOLICEK","Crewe","Crewe","L2",3,163394,0,FALSE
853,"M","MAX SANDERS","MAX SANDERS","Crewe","Notts County","L1",3,100071,0,FALSE
854,"M","MIN-HYEOK YANG","YANG MIN-HYEOK","Coventry","Tottenham","PL",3,187873,0.261904761904762,TRUE
855,"M","MOHAMED BELLOUMI","MOHAMED BELLOUMI","Hull","Hull","CH",3,139970,0,FALSE
856,"M","MOHAMMED KUDUS","MOHAMMED KUDUS","Tottenham","Tottenham","PL",3,114285,0,FALSE
857,"M","MYLES PEART-HARRIS","MYLES PEART-HARRIS","Oxford","Middlesbrough","CH",3,133107,0,FALSE
858,"M","NICOLAS MADSEN","NICOLAS MADSEN","QPR","QPR","CH",3,111727,0,FALSE
859,"M","OLLIE TANNER","OLLIE TANNER","Cardiff","Cardiff","CH",3,124880,0,FALSE
860,"M","OWEN MOXON","OWEN MOXON","Wigan","Stockport","L1",3,80983,0,FALSE
861,"M","PATRICK KELLY","PATRICK KELLY","Barnsley","Barnsley","L1",3,140780,0,FALSE
862,"M","PELLY RUDDOCK MPANZU","PELLY MPANZU","Cambridge","Cambridge","L1",3,72067,0.216666666666667,FALSE
863,"M","PRZEMYSLAW PLACHETA","PRZEMYSLAW PLACHETA","Oxford","Oxford","L1",3,120962,0,FALSE
864,"M","RONAN DARCY","RONAN DARCY","Crawley","Wigan","L1",3,120093,0,FALSE
865,"M","ROSS BARKLEY","ROSS BARKLEY","Aston Villa","Aston Villa","PL",3,56987,0,FALSE
866,"M","RYAN FINNIGAN","RYAN MANNING","Walsall","Southampton","CH",3,100390,0.13966588966589,TRUE
867,"M","SAMUEL CHUKWUEZE","SAMUEL EDOZIE","Fulham","Southampton","CH",3,133494,0.201923076923077,TRUE
868,"M","SANDRO TONALI","SANDRO TONALI","Newcastle","Tottenham","PL",3,106569,0,FALSE
870,"M","STANLEY MILLS","STANLEY MILLS","Oxford","Oxford","L1",3,144985,0,FALSE
871,"M","TARRYN ALLARAKHIA","TAYLAN HARRIS","Rochdale","Luton","L1",3,182818,0.220902463549522,TRUE
872,"M","TAYLOR RICHARDS","TAYLOR RICHARDS","Crawley","Crawley","L2",3,107016,0,FALSE
873,"M","TIMUR TUTEROV","TYMUR TUTIEROV","Exeter","Sunderland","PL",3,170273,0.0732600732600733,TRUE
874,"M","TOBIAS BRENAN","TOBIAS BRENAN","Harrogate","Wigan","L1",3,209015,0,FALSE
875,"M","TOM BAYLISS","TOM BAYLISS","Lincoln","Lincoln","CH",3,106137,0,FALSE
876,"M","TOM IORPENDA","TOM IORPENDA","Notts County","Huddersfield","L1",3,184929,0,FALSE
877,"M","TOM PETT","TOM PETT","Oldham","Oldham","L2",3,77004,0,FALSE
878,"M","TOMOKI IWATA","TOMOKI IWATA","Birmingham","Birmingham","CH",3,120523,0,FALSE
879,"M","TYREECE CAMPBELL","TYREECE CAMPBELL","Charlton","Charlton","CH",3,157669,0,FALSE
880,"M","TYRIQUE GEORGE","TYRIQUE GEORGE","Chelsea","Everton","PL",3,182725,0,FALSE
881,"M","VIMAL YOGANATHAN","VIMAL YOGANATHAN","Barnsley","Barnsley","L1",3,181982,0,FALSE
882,"M","XAVIER AMAECHI","XAVIER AMAECHI","Plymouth","Plymouth","CH",3,122953,0,FALSE
883,"M","YANKUBA MINTEH","YANKUBA MINTEH","Brighton","Brighton","PL",3,166440,0,FALSE
884,"M","AARON MORLEY","AARON MORLEY","Wycombe","Wycombe","L1",2,94489,0,FALSE
885,"M","AIDOMO EMAKHU","AIDOMO EMAKHU","Oxford","Oxford","L1",2,139179,0,FALSE
886,"M","AKEEL HIGGINS","AKEEL HIGGINS","Exeter","Wigan","L1",2,184468,0,FALSE
887,"M","ALEX PATTISON","ALEX PATTISON","Walsall","Walsall","L2",2,85452,0,FALSE
888,"M","ALISTAIR SMITH","ALISTAIR SMITH","Wimbledon","Wimbledon","L1",2,117049,0,FALSE
889,"M","AMADOU ONANA","AMADOU ONANA","Aston Villa","Aston Villa","PL",2,130736,0,FALSE
890,"M","ANDRE VIDIGAL","ANDRE VIDIGAL","Wycombe","Wycombe","L1",2,112691,0,FALSE
891,"M","ARCHIE GRAY","ARCHIE GRAY","Tottenham","Tottenham","PL",2,144990,0,FALSE
892,"M","AR'JANY MARTHA","AR'JANY MARTHA","Rotherham","Rotherham","L2",2,140730,0,FALSE
893,"M","ASHLEY CHARLES","ASHLEY CHARLES","Bromley","Bromley","L1",2,118598,0,FALSE
894,"M","BEN OSBORN","BEN OSBORN","Stockport","Stockport","L1",2,73957,0,FALSE
895,"M","BRIAN DE KEERSMAECKER","BRIAN DE KEERSMAECKER","Oxford","Oxford","L1",2,119767,0,FALSE
896,"M","CALLUM LANG","CALLUM LANG","Preston","Preston","CH",2,92842,0,FALSE
897,"M","CALLUM MAYCOCK","CALLUM MAYCOCK","Wimbledon","Wimbledon","L1",2,94502,0,FALSE
898,"M","CASEY PETTIT","CASEY PETTIT","Rochdale","Rochdale","L2",2,165853,0,FALSE
899,"M","CHARLIE SAVAGE","CHARLIE SAVAGE","Reading","Reading","L1",2,144386,0,FALSE
900,"M","CHARLIE WELLENS","CHARLIE WELLENS","Leyton Orient","Leyton Orient","L1",2,134266,0,FALSE
901,"M","CHRISTANTUS UCHE","CHRISTIAN CHIGOZIE","Crystal Palace","Luton","L1",2,191657,0.194444444444445,TRUE
902,"M","COREY BLACKETT-TAYLOR","COREY BLACKETT-TAYLOR","Bolton","Derby","CH",2,87739,0,FALSE
903,"M","COURTNEY CLARKE","COURTNEY CLARKE","Walsall","Walsall","L2",2,182228,0,FALSE
904,"M","CRISPIN MCLEAN","CRISPIN MCLEAN","Fleetwood","Fleetwood","L2",2,197139,0,FALSE
905,"M","DAN NDOYE","DAN NDOYE","Nottingham Forest","Nottingham Forest","PL",2,130286,0,FALSE
907,"M","DARREN OLDAKER","DANIEL ARMER","Swindon","Manchester United","PL",2,190084,0.217460317460317,TRUE
908,"M","DAVID BROOKS","DAVID BROOKS","Bournemouth","Bournemouth","PL",2,87759,0,FALSE
909,"M","DAVID KASUMU","DAVID KASUMU","Huddersfield","Huddersfield","L1",2,91152,0,FALSE
910,"M","DAVID OZOH","DAVID OZOH","Derby","Crystal Palace","PL",2,163652,0,FALSE
911,"M","DIVINE MUKASA","DIVINE MUKASA","Leicester","Manchester City","PL",2,174465,0,FALSE
912,"M","DOM JEFFERIES","DOM JEFFERIES","Lincoln","Lincoln","CH",2,125136,0,FALSE
913,"M","DOMINIC BALL","DOMINIC BALL","Cambridge","Cambridge","L1",2,75115,0,FALSE
914,"M","DYLAN DUFFY","DYLAN DUFFY","Chesterfield","Chesterfield","L2",2,143184,0,FALSE
915,"M","ELLIOT BONDS","ELLIOTT BONDS","Fleetwood","Salford","L2",2,110862,0.0256410256410255,TRUE
916,"M","ELLIOT NEWBY","ELLIOT LEE","Barrow","Wrexham","CH",2,68689,0.177777777777778,TRUE
917,"M","ELLIOTT LIST","ELLIOTT LIST","Northampton","Northampton","L2",2,86675,0,FALSE
918,"M","GEORGE ABBOTT","GEORGE ABBOTT","Mansfield","Tottenham","PL",2,166527,0,FALSE
919,"M","GEORGE DOBSON","GEORGE DOBSON","Wrexham","Wrexham","CH",2,90300,0,FALSE
920,"M","GEORGE EVANS","GEORGE EVANS","Burton","Burton","L1",2,67638,0,FALSE
921,"M","GEORGE EVANS","GEORGE EVANS","Burton","Bromley","L1",2,199546,0,FALSE
922,"M","GEORGE EVANS","GEORGE EVANS","Burton","Millwall","CH",2,201654,0,FALSE
923,"F","GEORGE EVANS","GEORGE EVANS","Bromley","Burton","L1",1,67638,0,FALSE
924,"F","GEORGE EVANS","GEORGE EVANS","Bromley","Bromley","L1",1,199546,0,FALSE
925,"F","GEORGE EVANS","GEORGE EVANS","Bromley","Millwall","CH",1,201654,0,FALSE
926,"M","GEORGE HALL","GEORGE HALL","Port Vale","Port Vale","L2",2,147554,0,FALSE
927,"M","GEORGE HONEYMAN","GEORGE HONEYMAN","Blackpool","Blackpool","L1",2,81316,0,FALSE
928,"M","GEORGE MARIS","GEORGE MARIS","Mansfield","Mansfield","L1",2,76831,0,FALSE
929,"M","GEORGE SAVILLE","GEORGE SAVILLE","Luton","Luton","L1",2,68046,0,FALSE
930,"M","GERALDO BAJRAMI","GERALDO BAJRAMI","Crawley","Burton","L1",2,123398,0,FALSE
931,"M","HAKEEM ODOFFIN","HAKEEM ODOFFIN","Luton","Luton","L1",2,88190,0,FALSE
932,"M","HARRISON BIGGINS","HARRISON BIGGINS","Newport","Newport","L2",2,107548,0,FALSE
933,"M","HARRISON REED","HARRISON REED","Fulham","Fulham","PL",2,72074,0,FALSE
934,"M","HARRY CLIFTON","HARRY CLIFTON","Doncaster","Doncaster","L1",2,85722,0,FALSE
936,"M","HARVEY GILMOUR","HARVEY GILMOUR","Rochdale","Rochdale","L2",2,99454,0,FALSE
937,"M","HERBIE KANE","HERBIE KANE","Plymouth","Huddersfield","L1",2,92320,0,FALSE
938,"M","IBRAHIM FULLAH","IBRAHIM FULLAH","Charlton","Charlton","CH",2,205433,0,FALSE
939,"M","IBRAHIM OSMAN","IBRAHIM OSMAN","Birmingham","Brighton","PL",2,174838,0,FALSE
940,"M","IBRAHIM SANGARE","IBRAHIM SANGARE","Nottingham Forest","Nottingham Forest","PL",2,92918,0,FALSE
941,"M","IDRIS KANU","IDRIS KANU","Barnet","Barnet","L2",2,97162,0,FALSE
942,"M","IDRISSA GUEYE","IDRIS KANU","Everton","Barnet","L2",2,97162,0.236538461538461,TRUE
943,"M","JACK EARING","JACK PERKINS","Barrow","Northampton","L2",2,181224,0.143939393939394,TRUE
944,"M","JACK EVANS","JACK EVANS","Harrogate","Notts County","L1",2,130453,0,FALSE
945,"M","JACK GREALISH","JACK GREALISH","Everton","Manchester City","PL",2,64748,0,FALSE
946,"M","JACK HOLMES","JACK HOLMES","Rotherham","Rotherham","L2",2,168847,0,FALSE
947,"M","JACOB RAMSEY","JACOB RAMSEY","Newcastle","Newcastle","PL",2,118641,0,FALSE
948,"M","JAKE BURGER","JAKE BURGER","Rochdale","Rochdale","L2",2,183724,0,FALSE
949,"M","JAMIE MCDONNELL","JAMIE MCDONNELL","Mansfield","Oxford","L1",2,181227,0,FALSE
950,"M","JAY ROBINSON","JAY ROBINSON","Southampton","Southampton","CH",2,171100,0,FALSE
951,"M","JAYDEN LUKER","JAYDEN LUKER","Notts County","Luton","L1",2,172202,0,FALSE
952,"M","JENSEN WEIR","JENSEN WEIR","Wigan","Wigan","L1",2,108954,0,FALSE
953,"M","JENSON METCALFE","JENSON METCALFE","Bradford","Millwall","CH",2,162884,0,FALSE
954,"M","JHON ARIAS","JOHN MARQUIS","Wolves","Shrewsbury","L2",2,52181,0.153703703703704,TRUE
955,"M","JJ MCKIERNAN","JJ MCKIERNAN","Burton","Bromley","L1",2,156496,0,FALSE
956,"M","JOE PRITCHARD","JOE PRITCHARD","Rochdale","Rochdale","L2",2,107027,0,FALSE
957,"M","JOE TOMLINSON","JOE TOMLINSON","Milton Keynes","Cheltenham","L2",2,102683,0,FALSE
958,"M","JOE WARD","JOE WARD","Derby","Derby","CH",2,81170,0,FALSE
959,"M","JOEL NDALA","JOEL NDALA","Hull","Manchester City","PL",2,166486,0,FALSE
960,"M","JORDAN ROBERTS","JORDAN ROBERTS","Stevenage","Stevenage","L1",2,63852,0,FALSE
961,"M","JOSH AUSTERFIELD","JOSH AUSTERFIELD","Salford","Salford","L2",2,127043,0,FALSE
962,"M","JOSH BENSON","JOSH BENSON","Rotherham","Rotherham","L2",2,118449,0,FALSE
963,"M","JOSH BOWLER","JOSH BOWLER","Blackpool","Blackpool","L1",2,102690,0,FALSE
964,"M","JOSH CULLEN","JOSH CULLEN","Burnley","Burnley","CH",2,81734,0,FALSE
965,"M","JOSH KING","JOSH KING","Fulham","Fulham","PL",2,183899,0,FALSE
966,"M","JOSH LAURENT","JOSH LAURENT","Burnley","Burnley","CH",2,74251,0,FALSE
967,"M","JUDE ARTHURS","JUDE ARTHURS","Bromley","Crawley","L2",2,134467,0,FALSE
968,"M","JUNIOR NKENG","JUNIOR NKENG","Wimbledon","Wimbledon","L1",2,185542,0,FALSE
969,"M","JUSTIN DEVENNY","JUSTIN DEVENNY","Crystal Palace","Crystal Palace","PL",2,123762,0,FALSE
970,"M","JUSTIN KLUIVERT","JUSTIN KLUIVERT","Bournemouth","Bournemouth","PL",2,99970,0,FALSE
971,"M","KAI PAYNE","KAI PAYNE","Oldham","Wigan","L1",2,181483,0,FALSE
972,"M","KANE TAYLOR","DALE TAYLOR","Oldham","Blackpool","L1",2,146018,0.121212121212121,TRUE
973,"M","KANE THOMPSON-SOMMERS","KANE THOMPSON-SOMMERS","Bristol Rovers","Fleetwood","L2",2,165913,0,FALSE
974,"M","KELLAN GORDON","KELLAN GORDON","Crawley","Crawley","L2",2,96018,0,FALSE
975,"M","KESHI ANDERSON","KESHI ANDERSON","Portsmouth","Portsmouth","CH",2,81241,0,FALSE
976,"M","KIAN SPENCE","KIAN SPENCE","Rotherham","Rotherham","L2",2,108090,0,FALSE
977,"M","KWADWO BAAH","KWADWO BAAH","Watford","Watford","CH",2,125561,0,FALSE
978,"M","LAMINE FANNE","MARSELINO FERDINAN","Luton","Oxford","L1",2,152944,0.222222222222222,TRUE
979,"M","LAMINE FANNE","LAMINE CISSE","Luton","Stoke","CH",2,177121,0.222222222222222,TRUE
981,"M","LEE EVANS","LEE EVANS","Bradford","Bradford","L1",2,64634,0,FALSE
982,"M","LIAM FRASER","LIAM FRASER","Reading","Reading","L1",2,110405,0,FALSE
983,"M","LIAM KELLY","LIAM KELLY","Milton Keynes","Rotherham","L2",2,51384,0,FALSE
985,"M","LOUIS THOMPSON","LOUIS THOMPSON","Stevenage","Stevenage","L1",2,65448,0,FALSE
986,"M","LUKE HANNANT","LUKE HANNANT","Oldham","Oldham","L2",2,94457,0,FALSE
987,"M","LUKE HANNANT","LUKE HANNANT","Rochdale","Oldham","L2",2,94457,0,FALSE
988,"M","LUKE YOUNG","LUKE YOUNG","Cheltenham","Cheltenham","L2",2,58272,0,FALSE
989,"M","MADS FROKJAER","MADS ROERSLEV","Preston","Southampton","CH",2,98626,0.205128205128205,TRUE
990,"M","MALIK MOTHERSILLE","MALIK MOTHERSILLE","Stockport","Stockport","L1",2,147135,0,FALSE
991,"M","MAMADI CAMARA","MAMADI CAMARA","Reading","Reading","L1",2,137270,0,FALSE
992,"M","MARSHALL MUNETSI","MARSHALL MUNETSI","Wolves","Wolves","CH",2,119805,0,FALSE
993,"M","MATT GRIMES","MATT GRIMES","Coventry","Coventry","PL",2,71589,0,FALSE
994,"M","MATT PHILLIPS","MATT PHILLIPS","Stevenage","Stevenage","L1",2,49017,0,FALSE
995,"M","MAX ANDERSON","MAX ANDERSON","Crawley","Crawley","L2",2,94037,0,FALSE
997,"M","MILLENIC ALLI","MILLENIC ALLI","Portsmouth","Charlton","CH",2,137112,0,FALSE
998,"M","MITCH PINNOCK","MITCH PINNOCK","Bromley","Bromley","L1",2,69850,0,FALSE
999,"M","MYLES HIPPOLYTE","MYLES HIPPOLYTE","Wimbledon","Wimbledon","L1",2,76588,0,FALSE
1000,"M","NATHANIEL CHALOBAH","NATHANIEL CHALOBAH","Sheffield Wednesday","Sheffield Wednesday","L1",2,57093,0,FALSE
1001,"M","NICO GONZALEZ","NICO GONZALEZ","Manchester City","Manchester City","PL",2,143010,0,FALSE
1002,"M","NICOLAS DOMINGUEZ","NICOLAS DOMINGUEZ","Nottingham Forest","Nottingham Forest","PL",2,124694,0,FALSE
1003,"M","OLIVER SKIPP","OLIVER SKIPP","Leicester","Leicester","L1",2,107032,0,FALSE
1004,"M","OWEN LUNT","OWEN LUNT","Crewe","Crewe","L2",2,165243,0,FALSE
1005,"M","PADDY LANE","PADDY LANE","Reading","Reading","L1",2,136391,0,FALSE
1006,"M","PAPE MATAR SARR","PAPE MATAR SARR","Tottenham","Tottenham","PL",2,134994,0,FALSE
1007,"M","PAUL GLATZEL","PAUL GLATZEL","Swindon","Swindon","L2",2,121903,0,FALSE
1008,"M","RANDELL WILLIAMS","RANDELL WILLIAMS","Reading","Reading","L1",2,110348,0,FALSE
1009,"M","REECE BROWN","REECE BROWN","Crawley","Crawley","L2",2,72476,0,FALSE
1010,"M","REECE SMITH","REECE SMITH","Harrogate","Walsall","L2",2,129111,0,FALSE
1011,"M","REGAN SLATER","REGAN SLATER","Hull","Hull","CH",2,99457,0,FALSE
1012,"M","REKEEM HARPER","KADEEM HARRIS","Barrow","Gillingham","L2",2,52670,0.242165242165242,TRUE
1013,"M","RIO NGUMOHA","RIO NGUMOHA","Liverpool","Liverpool","PL",2,188588,0,FALSE
1014,"M","ROCCO VATA","ROCCO VATA","Watford","Watford","CH",2,143833,0,FALSE
1015,"M","RODRI","RODRI","Manchester City","Manchester City","PL",2,89571,0,FALSE
1016,"M","ROMAIN ESSE","ROMAIN ESSE","Coventry","Crystal Palace","PL",2,171361,0,FALSE
1017,"M","RYAN CHRISTIE","RYAN CHRISTIE","Bournemouth","Bournemouth","PL",2,45774,0,FALSE
1018,"M","RYAN LONGMAN","RYAN LONGMAN","Wrexham","Wrexham","CH",2,108275,0,FALSE
1019,"M","SAM CLUCAS","SAM CLUCAS","Shrewsbury","Shrewsbury","L2",2,51917,0,FALSE
1020,"M","SAM FINLEY","SAM FINLEY","Tranmere","Tranmere","L2",2,81221,0,FALSE
1021,"M","SAM SILVERA","SAM SILVERA","Middlesbrough","Middlesbrough","CH",2,123836,0,FALSE
1022,"M","SAMMY BRAYBROOKE","SAMMY BRAYBROOKE","Chesterfield","Leicester","L1",2,149122,0,FALSE
1023,"M","SASA LUKIC","SASA LUKIC","Fulham","Fulham","PL",2,83825,0,FALSE
1024,"M","SCOTT ROBERTSON","SCOTT ROBERTSON","Notts County","Notts County","L1",2,114860,0,FALSE
1025,"M","SHAUN MCWILLIAMS","SHAUN MCWILLIAMS","Rotherham","Cheltenham","L2",2,81353,0,FALSE
1026,"M","TAYLOR PERRY","TAYLOR PERRY","Shrewsbury","Exeter","L2",2,115850,0,FALSE
1027,"M","THEO ARCHIBALD","THEO ARCHIBALD","Leyton Orient","Leyton Orient","L1",2,94576,0,FALSE
1028,"M","TOM CAIRNEY","TOM CAIRNEY","Fulham","Fulham","PL",2,52126,0,FALSE
1029,"M","TYLER ADAMS","TYLER ADAMS","Bournemouth","Bournemouth","PL",2,91306,0,FALSE
1030,"M","TYLER GOODRHAM","TYLER GOODRHAM","Oxford","Oxford","L1",2,124903,0,FALSE
1031,"M","TYREEQ BAKINSON","TYREEQ BAKINSON","Leyton Orient","Leyton Orient","L1",2,91438,0,FALSE
1032,"M","WES BURNS","WES BURNS","Ipswich","Ipswich","PL",2,68834,0,FALSE
1034,"M","XAVIER SIMONS","XAVIER SIMONS","Bolton","Bolton","CH",2,125464,0,FALSE
1035,"M","YOURI TIELEMANS","YOURI TIELEMANS","Aston Villa","Manchester United","PL",2,70959,0,FALSE
1036,"M","YU HIRAKAWA","YU HIRAKAWA","Bristol City","Bristol City","CH",2,160939,0,FALSE
1037,"M","ZACK NELSON","ZACK NELSON","Wimbledon","Wimbledon","L1",2,165854,0,FALSE
1038,"M","ZECH OBIERO","ZECH OBIERO","Tranmere","Leyton Orient","L1",2,143884,0,FALSE
1039,"M","AARON LEWIS","AARON LEWIS","Mansfield","Mansfield","L1",1,96407,0,FALSE
1040,"M","AARON ROWE","AARON ROWE","Gillingham","Gillingham","L2",1,119176,0,FALSE
1041,"M","ADAM WHARTON","ADAM WHARTON","Crystal Palace","Crystal Palace","PL",1,149125,0,FALSE
1042,"M","ADE ADEYEMO","ADE ADEYEMO","Crawley","Crawley","L2",1,135676,0,FALSE
1043,"M","ALEX GILBERT","ALEX GILBERT","Middlesbrough","Middlesbrough","CH",1,137168,0,FALSE
1044,"M","ALEX LOWRY","ALEX NEWBY","Wycombe","York","L2",1,85716,0.2,TRUE
1045,"M","ANDRE","ANDRE","Wolves","Wolves","CH",1,146470,0,FALSE
1046,"M","ANDREW MORAN","ANDREW MORAN","Preston","Preston","CH",1,133551,0,FALSE
1047,"M","ANTHONY GOMEZ-MANCINI","ANTHONY MANCINI","Rochdale","Rochdale","L2",1,116170,0.0952380952380952,FALSE
1048,"M","ANTHONY HARTIGAN","ANTHONY ELANGA","Barnet","Newcastle","PL",1,125650,0.172619047619048,TRUE
1049,"M","AZEEM ABDULAI","SAM ALABI","Leyton Orient","Newcastle","PL",1,211480,0.227742165242165,TRUE
1050,"M","AZOR MATUSIWA","AZOR MATUSIWA","Ipswich","Ipswich","PL",1,111745,0,FALSE
1052,"M","BEN MIDDLEMAS","BEN MIDDLEMAS","Swindon","Swindon","L2",1,145328,0,FALSE
1053,"M","BEN PEARSON","BEN PEARSON","Stoke","Stoke","CH",1,80601,0,FALSE
1054,"M","BEN WOODS","BEN WOODS","Peterborough","Peterborough","L1",1,172833,0,FALSE
1055,"M","BERTRAND TRAORE","FARREND RAWSON","Sunderland","Accrington","L2",1,77612,0.23968253968254,TRUE
1056,"M","BILLY BLACKER","BILLY BLACKER","Tranmere","Sheffield United","CH",1,189694,0,FALSE
1057,"M","BOUBACAR KAMARA","BOUBACAR KAMARA","Aston Villa","Aston Villa","PL",1,99992,0,FALSE
1058,"M","CALLUM STEWART","CALLUM STEWART","Shrewsbury","Shrewsbury","L2",1,196201,0,FALSE
1059,"F","CALLUM STEWART","CALLUM STEWART","Shrewsbury","Shrewsbury","L2",1,196201,0,FALSE
1060,"M","CAMERON BRAGG","CAMERON BRAGG","Southampton","Southampton","CH",1,144976,0,FALSE
1061,"M","CARLOS ALCARAZ","CHARLY ALCARAZ","Everton","Everton","PL",1,154676,0.0952380952380952,FALSE
1062,"M","CASPER DE NORRE","CASPER DE NORRE","Millwall","Millwall","CH",1,88920,0,FALSE
1063,"M","CHARLIE LAKIN","CHARLIE LAKIN","Walsall","Barnet","L2",1,110474,0,FALSE
1064,"M","CHARLIE LENNON","CHARLIE LENNON","Barnsley","Barnsley","L1",1,191189,0,FALSE
1065,"M","CHIEDOZIE OGBENE","CHIEDOZIE OGBENE","Sheffield United","Ipswich","PL",1,92936,0,FALSE
1066,"M","CHRIS RIGG","CHRIS RIGG","Sunderland","Sunderland","PL",1,171545,0,FALSE
1067,"M","CONNOR LEMONHEIGH-EVANS","CONNOR LEMONHEIGH-EVANS","Milton Keynes","Northampton","L2",1,100511,0,FALSE
1068,"M","CONNOR MAHONEY","CONOR MCCARTHY","Barrow","Northampton","L2",1,92935,0.19047619047619,TRUE
1069,"M","CONOR GALLAGHER","CONOR GALLAGHER","Tottenham","Tottenham","PL",1,116347,0,FALSE
1070,"M","CONOR MCGRANDLES","CONOR MCGRANDLES","Lincoln","Lincoln","CH",1,66004,0,FALSE
